card,reports,age,income,share,expenditure,owner,selfemp,dependents,months,majorcards,active,client_name,sex
yes,1,30,2.74,0.02,42.31,yes,no,3,76,1,8,Benjamin Bautista,Male
yes,1,58,2.7,0.0,6.42,yes,no,0,252,1,8,Jose Burton,Male
yes,0,38,3.26,0.0,7.08,no,no,4,18,1,0,Dakota Russo,Male
yes,0,45,5.8,0.03,159.73,yes,no,0,118,1,6,Dr. Eric Powell,Male
yes,0,25,2.5,0.06,124.5,no,no,0,6,0,0,Katrina Moss,Female
yes,0,30,3.5,0.35,1028.96,yes,no,0,6,0,2,William Torres,Male
no,0,80,1.5,0.0,0.0,no,no,0,24,1,0,Cassidy Bradley,Female
no,0,25,1.75,0.0,0.0,no,no,0,108,0,0,Noah Terry,Male
no,5,40,4.4,0.0,0.0,yes,no,1,84,1,15,Gregory Mathews,Not Declared
yes,0,42,4.7,0.02,71.96,yes,yes,3,150,1,2,Jennifer Williams,Female
yes,0,49,3.3,0.04,111.62,yes,no,0,252,1,0,William Moore,Male
yes,0,44,5.8,0.08,386.05,yes,no,4,25,1,16,Gabriella Green,Female
no,1,43,5.32,0.0,0.0,yes,no,5,110,1,7,Chris Sanchez,Male
yes,0,25,2.4,0.03,62.51,no,no,0,192,1,9,Carrie Thompson,Female
yes,0,43,3.25,0.06,159.36,yes,no,2,109,1,6,Christopher Farrell,Male
yes,0,24,3.06,0.17,434.88,no,no,0,3,1,0,Brandon Castillo,Male
yes,0,39,3.0,0.02,40.33,yes,no,3,14,1,9,David Howard,Not Declared
yes,0,25,2.2,0.02,38.71,yes,no,1,26,1,7,Mary Peterson,Female
yes,0,43,3.0,0.02,57.31,yes,no,1,3,1,5,Daniel Richard,Male
yes,0,46,4.2,0.01,30.45,yes,no,1,216,1,27,Christopher Patel,Male
yes,0,34,2.37,0.05,106.72,yes,no,0,38,1,13,Christian Johnson,Male
yes,1,38,2.52,0.09,181.41,yes,no,0,138,1,8,Sarah Dixon,Female
yes,1,37,5.49,0.16,732.98,yes,no,1,60,1,19,James Gonzalez,Male
yes,0,19,2.98,0.0,0.0,no,no,0,18,1,0,Willie Webb,Male
no,0,27,3.6,0.0,0.0,no,no,0,18,1,2,Amanda Sullivan,Female
yes,0,39,2.25,0.05,95.53,yes,no,0,240,1,7,Aaron Meyer,Male
yes,0,45,3.22,0.33,896.94,yes,no,5,168,0,9,Andre Maldonado,Male
yes,0,52,5.0,0.02,85.24,yes,no,1,201,0,16,Steven Brooks,Male
no,3,34,2.67,0.0,0.0,no,no,0,51,1,25,Megan Woodward,Female
yes,0,30,3.75,0.1,298.48,yes,no,1,12,1,9,Lee Hudson,Male
yes,0,61,3.75,0.0,0.0,yes,no,0,288,1,5,James Wiggins,Male
yes,0,32,3.7,0.0,11.71,yes,no,2,30,1,15,Chris Mullins,Male
yes,0,38,3.3,0.02,65.82,yes,no,3,188,1,19,Michael Anderson,Not Declared
yes,0,37,7.0,0.15,898.43,yes,no,3,24,1,8,Ray Gill,Male
yes,2,33,3.37,0.18,494.49,no,no,1,66,1,15,Justin Odonnell,Not Declared
no,0,30,3.12,0.0,0.0,no,no,2,12,0,5,Rodney Reyes,Male
yes,0,42,2.59,0.03,67.54,yes,yes,3,96,1,5,Michael Harris,Male
yes,2,29,2.1,0.07,126.1,yes,no,3,90,0,5,Scott Peck,Male
yes,0,52,3.0,0.04,98.68,yes,no,1,220,1,8,Austin Sullivan,Male
yes,0,29,3.0,0.11,264.97,yes,no,1,51,0,11,Richard Patel,Male
yes,0,45,4.4,0.0,17.08,yes,no,3,12,1,18,Gary Johnson,Male
yes,0,30,3.1,0.18,469.25,yes,no,2,40,1,15,Jonathan Mendoza,Male
yes,0,30,2.98,0.04,108.3,no,no,3,36,1,9,Richard Clark,Male
yes,0,22,2.8,0.25,590.95,yes,no,1,6,1,7,Wendy Morales,Female
no,0,37,1.83,0.0,0.0,no,no,2,52,1,0,Mike Russo,Male
yes,0,22,3.29,0.02,48.08,no,no,2,21,1,5,Jeffrey Gallegos,Male
yes,0,29,2.7,0.0,0.0,no,no,0,24,1,20,Jonathan Peters,Male
yes,0,28,3.9,0.04,141.69,yes,no,1,49,1,17,Jeremy Tucker DDS,Male
no,5,27,1.8,0.0,0.0,no,no,2,34,1,7,Walter Freeman,Male
yes,0,31,3.2,0.04,109.61,no,no,2,17,1,0,Ian Clark,Male
yes,0,32,3.65,0.54,1637.53,yes,no,1,32,1,7,Jeffery Howard,Male
yes,0,30,3.5,0.04,114.56,no,no,5,57,1,9,Johnny Schneider,Male
yes,0,40,4.77,0.0,11.67,yes,no,0,144,1,10,Lori Nelson,Female
yes,0,39,4.2,0.01,22.36,yes,no,0,24,1,5,Jose Meyer,Male
no,10,43,5.0,0.0,0.0,yes,yes,4,144,1,11,Richard Keith,Male
yes,0,24,2.0,0.05,91.41,yes,yes,1,24,0,10,Jonathan Nixon DDS,Male
yes,0,26,2.6,0.11,239.49,yes,no,0,12,1,13,Andre Sanders,Male
yes,0,61,5.0,0.05,190.43,yes,no,2,6,0,0,Jon Travis,Male
yes,0,44,4.0,0.02,66.73,yes,yes,2,120,1,12,Vincent Taylor,Male
yes,0,61,5.37,0.05,221.89,yes,yes,0,12,1,0,Heidi King,Female
yes,0,40,2.72,0.2,446.42,no,no,2,36,1,14,Joshua Downs,Male
yes,0,20,1.8,0.55,830.28,no,no,0,5,0,0,Tyler Stevens,Male
yes,0,45,4.0,0.03,113.63,yes,no,2,24,0,16,George Graves,Male
yes,0,26,2.1,0.0,0.0,no,no,2,30,1,18,Brandon Bush,Male
no,0,33,2.55,0.0,0.0,no,no,3,36,1,0,Charles Howard,Male
yes,0,30,2.5,0.06,127.37,yes,no,1,24,1,23,Matthew Hernandez,Male
yes,0,23,2.0,0.1,166.9,no,no,0,9,1,0,Larry Wagner,Male
yes,0,34,3.0,0.13,315.94,no,no,6,12,0,16,Christopher Myers,Male
yes,0,38,2.6,0.08,171.86,yes,no,0,51,1,9,Jesus Lee,Male
yes,1,35,2.4,0.02,46.61,no,yes,1,37,1,13,Courtney Dominguez PhD,Female
yes,0,36,4.0,0.09,306.47,yes,no,0,12,1,11,Scott Schmidt,Male
yes,0,42,6.2,0.01,31.0,yes,no,2,132,1,14,Joseph Cuevas,Male
yes,0,22,2.2,0.08,140.3,no,no,0,9,1,3,Dennis Good,Male
no,1,28,2.0,0.0,0.0,no,no,3,0,1,2,Barbara Lewis,Female
yes,1,44,5.8,0.04,175.64,yes,no,2,148,1,16,Kayla Sweeney,Female
yes,0,30,1.8,0.02,29.52,no,no,0,6,1,10,Seth Lloyd,Male
yes,0,27,3.26,0.02,67.2,no,no,0,16,1,5,Luis Fisher,Male
yes,0,24,2.1,0.08,146.27,yes,no,0,24,1,14,Ashley Hale,Female
yes,0,23,2.75,0.0,4.58,no,no,0,7,1,9,Michael Welch,Male
yes,1,55,3.7,0.05,160.45,yes,no,1,300,1,4,Christopher Morris,Male
yes,0,35,4.82,0.04,171.51,yes,no,2,48,1,18,Victoria Munoz,Not Declared
yes,0,46,3.05,0.0,8.12,yes,no,0,96,0,4,Maria Lopez,Female
yes,0,39,2.4,0.19,384.17,no,no,1,96,1,7,Crystal Hill,Female
yes,0,34,5.0,0.43,1774.36,yes,no,3,36,1,7,Travis Peters,Male
yes,0,19,2.6,0.13,285.26,no,no,0,87,1,2,Jennifer Miller,Not Declared
yes,0,27,4.0,0.01,49.25,yes,yes,3,40,1,13,Antonio Ramos,Male
yes,0,46,6.8,0.01,40.2,yes,yes,0,48,1,2,Kelly Galvan,Female
yes,0,47,1.94,0.02,26.5,no,no,0,10,0,13,Nicholas Sanchez,Male
yes,0,25,2.45,0.09,183.56,no,no,0,48,1,6,Rebecca Cunningham,Female
yes,0,51,4.53,0.01,45.35,yes,no,4,126,0,5,Angela Bauer,Female
yes,0,41,6.82,0.12,664.6,no,no,2,12,1,0,Anthony Roberts,Male
yes,1,36,3.85,0.01,37.02,no,no,1,36,1,8,Ryan Oneal,Male
yes,0,32,2.75,0.38,862.96,yes,no,2,27,1,9,David Jones,Male
no,3,41,3.5,0.0,0.0,yes,no,2,38,1,19,Howard Jackson,Male
no,3,32,3.0,0.0,0.0,yes,no,3,32,1,7,Logan Snyder,Male
yes,0,21,2.3,0.07,143.43,yes,no,2,24,1,10,Jessica Mendoza,Female
yes,0,29,1.8,0.08,124.63,no,no,0,51,1,3,Lindsay Jordan,Female
yes,0,21,2.2,0.32,577.98,no,no,0,143,1,6,Gerald Reed,Male
yes,0,34,4.8,0.07,266.34,yes,no,3,15,1,0,Erin Hurst,Female
yes,0,27,2.04,0.02,30.05,yes,no,2,38,1,4,Adrian Anderson,Not Declared
yes,1,36,1.68,0.14,193.32,yes,no,0,44,1,12,Dr. Eric Anderson,Male
yes,0,24,2.78,0.05,121.63,no,no,0,3,1,0,Joseph Rodriguez,Male
yes,0,63,6.0,0.0,8.33,no,no,0,50,1,14,Kimberly Miller,Female
yes,0,25,3.5,0.05,158.6,no,no,0,34,0,2,Teresa Garrett,Female
no,4,42,1.8,0.0,0.0,no,no,2,48,1,10,Elijah Byrd,Male
yes,0,35,3.9,0.05,178.46,yes,no,2,36,1,7,Nathan Chambers,Male
yes,0,20,2.0,0.1,167.04,no,no,0,14,1,1,Dawn Wolf,Female
yes,2,41,7.12,0.1,569.55,yes,no,3,96,1,6,Jason Glover,Male
no,2,24,1.85,0.0,0.0,no,no,0,14,0,3,Brett Ross,Male
yes,0,32,1.6,0.26,351.36,no,no,0,6,1,3,Miss Danielle Willis,Female
yes,0,34,4.85,0.05,198.02,yes,no,2,114,1,12,Amy Delacruz,Not Declared
yes,0,37,2.82,0.07,153.75,yes,no,0,240,1,2,Kara Graham,Female
no,1,27,2.7,0.0,0.0,no,no,1,169,0,6,David Fitzgerald,Male
no,0,56,1.45,0.0,0.0,yes,no,0,242,1,4,Sonya Wells,Female
yes,0,26,1.8,0.01,9.17,yes,no,0,53,1,9,Charles Brown,Male
no,0,33,3.7,0.0,0.0,yes,no,2,72,1,0,Sharon Bradford,Female
yes,0,19,1.9,0.28,448.02,no,no,0,192,0,1,Luis Robinson,Male
yes,0,35,2.62,0.22,470.3,yes,no,1,6,0,9,Christopher Preston,Male
yes,0,25,3.75,0.13,400.07,yes,no,0,7,1,11,Derek Garza,Male
yes,0,45,4.5,0.04,149.1,yes,no,2,132,1,9,Daniel Fischer,Male
no,4,38,3.7,0.0,0.0,no,no,2,24,1,11,Christopher Steele,Male
yes,1,42,3.84,0.1,332.24,yes,no,3,14,1,14,Thomas Lee,Male
no,0,25,1.59,0.0,0.0,no,no,0,87,1,9,Lindsay Davis,Female
no,2,25,2.07,0.0,0.0,no,no,0,20,0,7,Jamie Huynh,Female
yes,0,31,5.1,0.17,721.06,yes,no,3,15,1,9,Timothy Robinson,Male
no,3,40,4.01,0.0,0.0,no,no,1,12,1,17,Andrew Rodriguez,Male
yes,0,67,4.47,0.0,7.08,no,no,1,36,1,1,Heidi Walters,Female
yes,0,33,3.5,0.06,166.24,no,no,0,26,1,1,Danny Duran,Male
yes,0,45,5.0,0.0,5.52,yes,no,0,144,1,14,John James,Male
yes,1,28,2.5,0.0,5.83,no,no,1,24,1,6,Keith Delgado,Male
yes,0,30,1.5,0.06,78.89,no,no,1,24,0,5,Kathleen English,Female
yes,1,47,3.84,0.01,20.25,yes,no,2,233,1,16,Christina Rios,Female
yes,1,42,3.6,0.04,113.95,yes,no,2,60,1,22,Ryan Barrera,Male
yes,0,44,2.95,0.2,493.73,no,no,0,180,1,13,Dustin Garza,Male
yes,0,37,2.38,0.17,332.7,yes,yes,0,168,1,13,Tammy Moore,Not Declared
yes,0,28,2.16,0.02,42.52,no,no,0,50,0,3,Willie Black MD,Male
yes,0,31,2.01,0.09,151.03,no,no,1,4,1,0,Tracy Schroeder,Not Declared
yes,0,22,1.56,0.1,128.07,yes,no,0,6,0,7,Denise Welch,Female
no,4,57,2.0,0.0,0.0,yes,yes,0,36,0,44,Matthew Sampson,Male
yes,0,23,2.9,0.0,0.0,no,no,1,12,1,0,Robert Moon,Male
yes,0,24,3.7,0.07,219.27,yes,no,1,8,1,5,Earl Russell,Male
yes,0,37,3.84,0.01,37.71,no,no,3,10,1,0,Dennis Robinson,Male
no,1,63,2.14,0.0,0.0,yes,no,0,240,1,7,Alex Cannon,Male
no,0,23,2.4,0.0,0.0,no,no,0,1,1,0,Holly Miller,Female
yes,0,24,2.4,0.18,362.64,no,no,0,16,1,0,Kelsey West,Female
yes,0,41,2.0,0.01,8.33,yes,no,0,9,0,4,Joseph Garcia,Male
no,0,28,1.55,0.0,0.0,no,no,3,5,0,1,Michael Olson,Male
no,1,52,2.0,0.0,0.0,yes,no,3,54,1,7,Thomas Wilson,Male
yes,0,28,3.1,0.22,580.97,yes,no,0,15,1,5,Alexis Owens,Male
yes,0,28,2.5,0.01,25.29,yes,no,0,27,1,16,David Robertson Jr.,Male
yes,0,39,5.1,0.05,210.23,yes,no,3,60,0,22,Derek Hernandez,Male
yes,0,32,2.0,0.07,121.34,yes,no,1,24,1,2,John Cole,Not Declared
yes,0,33,3.6,0.03,77.81,no,no,3,16,1,9,Paul Jensen,Male
yes,0,25,3.4,0.0,0.0,yes,no,2,29,0,4,Brenda Sherman,Female
yes,0,42,4.2,0.03,87.31,yes,no,4,36,1,14,Christina Andersen,Female
no,3,35,1.7,0.0,0.0,yes,no,3,135,0,25,Brett Wheeler,Male
no,0,33,1.94,0.0,0.0,no,no,1,96,1,5,Kenneth Gilmore,Male
yes,0,33,2.9,0.2,471.34,yes,no,2,147,1,8,Bryan Potter,Male
yes,0,48,1.7,0.01,16.63,yes,no,0,108,1,18,David Fuentes,Male
no,0,26,4.9,0.0,0.0,no,no,2,6,1,0,James Hall,Male
yes,0,40,2.22,0.4,737.08,yes,no,2,10,1,14,Louis Wood,Male
yes,0,32,6.11,0.11,544.52,yes,no,1,67,1,1,Misty Carey,Not Declared
no,1,20,2.62,0.0,0.0,no,yes,0,20,1,2,Charles Malone,Male
no,2,21,1.56,0.0,0.0,yes,no,0,1,1,12,Jacob Lee,Male
yes,0,27,2.65,0.07,160.88,yes,no,3,24,1,3,Christopher Robinson,Male
yes,0,43,2.8,0.05,108.62,yes,no,0,147,1,1,Robert Baker,Male
yes,0,24,1.6,0.38,500.62,yes,no,0,48,0,1,Roberto Douglas,Male
yes,0,29,5.0,0.16,674.91,yes,no,4,3,1,0,Tommy Sanchez,Male
yes,1,27,2.04,0.21,364.82,no,no,0,24,1,10,William Carson,Male
yes,0,47,5.04,0.05,216.16,no,no,3,47,1,9,Adam Rivera,Male
no,0,19,1.92,0.0,0.0,no,no,0,6,0,4,Stephen Evans,Male
no,0,42,3.4,0.0,0.0,yes,no,3,5,1,9,Hector Beard,Male
yes,0,42,3.2,0.11,287.76,yes,no,0,68,1,9,Christopher Oneal,Male
yes,0,44,3.1,0.13,323.06,yes,no,0,75,1,5,Joshua Woods,Not Declared
yes,0,35,1.88,0.14,214.1,no,no,1,3,1,12,Aaron Howell Jr.,Male
yes,0,21,2.4,0.08,163.84,no,no,0,105,0,1,Dustin Smith,Male
yes,0,25,3.0,0.06,154.74,yes,no,0,40,1,16,Eric Hall,Male
no,0,40,1.84,0.0,0.0,no,yes,2,18,1,0,Gary West,Male
yes,0,35,2.5,0.08,164.81,yes,no,1,42,0,11,Christian Gordon,Male
yes,0,31,5.11,0.03,126.39,yes,no,2,16,1,19,Samuel Gomez,Male
yes,0,51,2.5,0.02,39.91,yes,no,0,138,0,3,Stephanie Russo,Female
yes,0,34,5.4,0.07,321.21,yes,no,3,24,1,4,Paul Scott,Male
no,2,30,2.5,0.0,0.0,no,no,0,12,1,18,Thomas Russell,Male
yes,0,33,2.1,0.13,228.97,no,no,0,6,0,0,Jeffrey Mendez,Male
yes,1,32,6.0,0.09,449.04,no,no,0,6,0,17,Jacob Weber,Male
yes,0,26,1.56,0.06,79.61,no,no,2,13,1,13,Scott Garcia,Male
yes,0,31,4.07,0.07,233.04,no,no,0,12,1,14,Robert Dixon,Male
yes,1,20,2.7,0.12,266.19,no,no,0,147,1,22,Anthony Parsons,Male
yes,0,23,2.04,0.12,204.09,yes,no,0,7,1,12,Robert Henry,Not Declared
yes,0,60,2.8,0.04,101.85,yes,no,3,232,1,7,Brian Jackson,Male
yes,0,24,6.2,0.17,881.26,no,no,0,12,1,7,Megan Potts,Female
yes,0,30,2.19,0.49,889.58,no,no,0,6,1,0,Fernando Little,Male
yes,0,29,3.2,0.05,142.88,no,no,0,36,0,6,Shane Lee,Male
yes,0,48,2.3,0.23,434.12,yes,no,0,72,0,2,Ashley Velazquez,Female
yes,0,25,1.76,0.14,201.66,no,no,0,28,1,12,Chad Hart,Male
no,0,69,1.8,0.0,0.0,yes,no,0,528,0,5,Randy Crawford,Male
yes,0,53,3.96,0.0,7.08,yes,no,1,180,0,5,Julie Mclean,Female
yes,0,54,2.5,0.01,18.25,yes,no,1,102,0,13,Katelyn Oconnor,Female
yes,0,32,2.28,0.07,127.98,yes,no,0,48,0,15,Kristin Patterson,Female
yes,0,33,2.5,0.08,161.16,yes,no,1,30,1,6,Jonathan Barnett,Male
yes,0,23,2.6,0.82,1786.28,no,no,0,4,1,0,Crystal Christensen,Female
yes,0,24,2.2,0.16,284.26,yes,no,0,36,1,6,Dawn Reed,Female
yes,4,40,2.45,0.21,426.45,yes,no,1,41,1,12,Joseph Friedman,Male
no,2,48,6.8,0.0,0.0,yes,yes,1,56,0,20,Dr. Rebecca Johnson,Female
no,0,35,4.5,0.0,0.0,yes,no,6,6,0,0,James Holmes,Male
yes,0,49,4.96,0.11,435.99,yes,no,4,168,1,7,Michelle Mathis,Female
yes,0,34,5.0,0.01,58.08,yes,no,4,6,1,0,Thomas Dawson,Male
yes,0,34,2.1,0.06,103.33,no,no,2,49,1,4,Beth Maxwell,Female
yes,0,47,10.4,0.23,2001.55,yes,no,2,9,0,0,Richard Graham,Male
no,0,19,1.56,0.0,0.0,yes,no,0,46,0,3,Mr. Robert Evans,Male
no,9,30,2.3,0.0,0.0,no,yes,3,15,1,9,Jessica Fisher,Female
no,0,40,4.99,0.0,0.0,yes,no,2,32,1,16,Jonathan Torres,Male
no,6,35,5.63,0.0,0.0,yes,no,3,18,0,10,Alyssa Bradley,Female
no,0,23,1.67,0.0,0.0,no,no,0,27,1,0,Dustin Marks,Male
yes,0,0,1.6,0.15,205.25,no,no,0,1,1,9,Christopher Lee,Male
yes,0,24,1.51,0.21,258.17,yes,no,0,30,1,2,Casey Andrews,Female
yes,0,38,2.85,0.01,15.83,yes,no,1,120,1,16,Shannon Howard,Female
yes,0,24,2.3,0.09,163.04,no,no,0,26,1,7,Robert Williams,Male
yes,0,25,3.0,0.19,475.02,no,no,0,10,0,0,Christopher Thompson,Male
yes,1,23,2.2,0.23,429.9,yes,no,0,228,0,9,Leonard Andrews,Male
yes,0,49,0.21,0.27,47.24,yes,no,2,42,1,1,Kenneth Johnson,Not Declared
yes,0,37,2.8,0.17,396.5,no,no,0,36,1,23,Tracy Johnston,Female
no,0,20,1.8,0.0,0.0,no,no,0,4,0,1,Anne Smith,Female
no,2,24,2.2,0.0,0.0,no,no,0,6,1,8,Scott Norman,Male
yes,1,28,3.0,0.03,73.17,no,no,0,51,1,5,Eric Perez,Male
yes,0,45,2.4,0.01,23.58,yes,no,2,122,1,11,Joseph Clark,Male
no,0,20,1.2,0.0,0.0,no,yes,1,24,1,0,Jack Hurley,Male
yes,0,54,6.8,0.1,569.92,no,no,0,24,1,15,Ryan Smith,Male
yes,0,24,1.5,0.02,24.07,no,no,0,28,1,5,Gary Gutierrez,Male
yes,0,31,2.7,0.12,258.88,no,no,0,19,1,0,Christopher Kline,Male
yes,1,43,3.5,0.13,387.22,yes,no,3,180,0,19,Amanda Harrison,Female
no,0,31,2.1,0.0,0.0,no,no,2,60,1,2,James Simmons,Male
yes,0,22,2.5,0.4,839.3,no,no,0,4,1,1,Paul Taylor,Male
yes,0,28,5.47,0.03,133.07,yes,no,3,18,1,0,Matthew Wilson,Male
no,0,27,2.35,0.0,0.0,no,no,3,6,1,0,William Torres,Male
yes,0,22,1.65,0.05,68.55,no,no,0,36,1,3,Hannah Brown,Female
yes,0,34,9.2,0.09,664.12,yes,no,5,81,1,7,Christopher Bennett,Male
yes,1,54,7.29,0.11,647.21,yes,no,2,78,1,9,Brandon Burke,Not Declared
yes,0,32,2.72,0.18,402.72,no,no,1,6,1,8,Robert Harvey,Male
yes,0,40,3.62,0.02,47.08,yes,no,3,124,1,19,Michael Rice Jr.,Male
yes,0,26,5.3,0.05,242.14,yes,no,1,24,1,20,James Franco,Male
yes,0,55,4.9,0.07,273.49,yes,no,2,96,1,17,Brian Young,Male
yes,0,32,3.62,0.05,150.29,yes,no,3,97,1,13,James Leblanc,Male
yes,0,38,2.14,0.06,106.2,no,no,1,66,1,14,Kirk Lee,Male
yes,0,28,2.5,0.19,402.79,yes,no,0,18,1,7,Marc Morris,Male
no,0,39,0.49,0.0,0.0,yes,no,2,100,1,0,Michael Burns,Male
yes,1,55,4.3,0.04,125.48,yes,no,0,6,1,31,Tracy Johnson,Male
yes,0,42,6.3,0.04,213.0,yes,no,4,72,1,20,Grant Curtis,Male
yes,0,21,2.4,0.1,201.58,no,no,0,2,1,5,Chad Reyes MD,Male
yes,0,33,2.8,0.03,70.28,yes,no,1,72,1,20,Paul Williams,Male
yes,0,37,5.0,0.05,188.73,yes,no,4,36,1,25,Erin Howell,Female
yes,0,28,2.8,0.01,32.67,no,no,0,27,1,19,Jimmy Todd,Male
yes,0,31,2.8,0.09,202.47,yes,no,3,15,1,17,Christopher Archer,Not Declared
yes,0,30,2.65,0.03,69.43,no,no,3,36,1,9,Jennifer Green,Female
no,0,25,1.6,0.0,0.0,no,no,0,12,1,0,Jessica Clark,Female
no,4,46,2.1,0.0,0.0,no,no,0,25,0,3,Michael Diaz,Male
no,0,36,2.41,0.0,0.0,no,no,4,14,1,0,Paul King,Male
no,1,52,3.1,0.0,0.0,yes,no,2,75,1,9,Angela Nguyen,Female
yes,0,34,2.62,0.04,84.73,no,no,2,3,1,12,Timothy Parker,Male
no,0,53,11.0,0.0,0.0,yes,yes,0,429,1,0,Charles Bailey,Male
yes,0,22,1.8,0.05,80.06,no,no,0,48,0,1,Robert Hebert,Male
yes,0,30,2.5,0.02,43.44,yes,no,3,50,1,14,Andrew Collins,Male
yes,0,25,1.8,0.1,142.95,no,no,0,24,0,4,Steven Walters,Male
no,0,21,2.73,0.0,0.0,no,no,1,18,1,0,Kristy Lewis,Female
no,0,22,2.05,0.0,0.0,no,no,0,42,0,4,Jason Ramirez,Male
yes,0,40,5.05,0.03,119.3,yes,no,0,128,1,10,Chelsea Watkins,Female
no,2,33,3.8,0.0,0.0,yes,no,0,153,1,11,Victoria Rogers,Female
no,1,35,4.29,0.0,0.0,yes,no,3,24,0,13,Michael Stevens,Male
yes,0,28,3.6,0.04,130.03,yes,yes,0,56,1,10,Ashley Floyd,Female
yes,0,30,4.3,0.13,482.66,yes,no,4,16,1,7,Paul Webb,Male
no,0,41,4.44,0.0,0.0,yes,no,2,98,1,3,Kaitlyn Gonzales,Not Declared
yes,0,38,2.6,0.4,858.35,no,no,0,33,1,16,Travis Carter,Male
no,1,33,4.1,0.0,0.0,yes,no,2,22,1,15,Adrian Lewis,Male
no,0,29,2.86,0.0,0.0,no,no,0,38,1,0,Angela Wolf,Female
yes,0,27,2.4,0.02,33.01,no,no,0,56,1,1,David Dominguez,Male
yes,0,23,1.8,0.03,46.06,no,no,1,4,0,0,Melissa Perez,Female
yes,0,33,1.8,0.11,169.88,no,no,0,4,1,8,Clarence Smith,Male
yes,0,38,5.1,0.02,90.06,no,no,0,60,1,7,Nicole Marshall,Female
yes,0,35,3.56,0.11,323.59,no,no,0,12,1,0,Mark Parker,Male
yes,0,30,4.15,0.15,520.34,no,no,1,16,1,4,Michael Perez,Male
no,0,31,2.02,0.0,0.0,no,no,0,14,1,3,John Rosales,Male
yes,0,23,1.8,0.11,167.21,no,no,0,6,1,0,Ronald Webb,Male
yes,1,25,2.9,0.09,209.84,no,no,0,276,1,6,Devin Walter,Male
no,6,35,4.0,0.0,0.0,no,no,0,29,0,5,Steven Bell,Male
yes,0,28,2.95,0.09,229.8,no,no,0,26,1,4,David Velasquez,Male
no,0,37,3.2,0.0,0.0,no,no,0,14,1,0,Susan Williams,Female
yes,0,41,4.5,0.14,536.25,yes,no,2,6,1,10,Robert Moss,Male
no,6,37,7.0,0.0,0.0,yes,no,4,120,1,10,Kristen Moody,Female
no,0,19,2.2,0.0,0.0,no,no,0,6,1,0,Christopher Taylor,Male
yes,0,22,2.8,0.08,191.84,no,no,0,4,1,0,Austin Roberts,Male
yes,0,29,2.2,0.0,0.0,no,no,0,9,1,0,Richard West,Male
yes,0,26,5.77,0.08,362.75,yes,no,1,13,1,11,Connie Lopez,Female
yes,0,43,2.43,0.08,163.18,no,no,2,18,1,28,Seth Daugherty,Male
yes,0,37,7.0,0.03,176.27,yes,no,2,14,1,17,Darlene Dyer,Female
yes,0,26,2.15,0.03,61.33,no,no,0,10,0,4,Emily Garcia,Female
yes,0,42,5.2,0.01,57.44,yes,no,3,29,1,9,Adam Harrington,Male
yes,0,28,4.7,0.24,948.36,yes,no,0,6,1,19,Paul Rose,Male
yes,0,26,2.5,0.06,132.59,yes,no,0,14,1,13,Kenneth Robles,Male
yes,0,48,5.0,0.02,91.18,no,no,3,7,1,0,Brenda Porter,Female
yes,0,27,3.5,0.05,146.43,yes,no,2,17,1,11,David Adams,Male
yes,0,26,2.45,0.05,111.82,no,no,0,6,1,11,Johnny Brown,Male
no,0,21,10.0,0.0,0.0,no,no,2,8,0,0,Mrs. Jessica Buchanan PhD,Female
yes,0,30,3.2,0.15,396.27,yes,no,2,12,0,7,Alexis Cameron,Female
yes,0,27,3.54,0.01,19.59,no,no,2,3,1,0,Mr. Daniel Freeman PhD,Male
yes,0,49,3.11,0.01,21.46,yes,no,1,154,0,6,Joseph Carpenter,Male
no,2,35,2.25,0.0,0.0,no,no,1,84,1,3,Michele Russell,Female
yes,1,48,6.0,0.18,885.09,yes,no,3,114,1,19,Douglas Dawson,Male
no,11,24,1.68,0.0,0.0,no,no,2,2,1,8,Mary Olson,Female
yes,0,29,2.4,0.02,29.96,no,no,1,18,1,8,Jordan Bell,Male
yes,0,41,3.2,0.01,26.88,no,no,1,16,1,2,Lisa Grant,Female
yes,0,40,6.0,0.08,394.57,yes,no,0,42,1,5,David Williams,Male
yes,0,22,1.75,0.62,906.31,no,no,0,2,1,0,Rebecca Hernandez,Female
no,0,36,4.5,0.0,0.0,yes,no,2,228,1,0,Jamie Morales,Female
yes,0,39,2.5,0.19,400.45,no,no,0,12,1,4,Matthew Kaufman,Male
yes,0,31,2.55,0.14,303.67,no,no,1,60,1,7,Christopher Watts,Male
yes,0,33,3.26,0.05,143.02,no,no,0,37,1,18,Jason Calhoun,Male
yes,1,22,3.6,0.05,146.44,no,no,0,30,1,20,Michael Holt,Male
no,0,35,2.78,0.0,0.0,no,no,0,6,1,0,Joy Evans,Not Declared
yes,0,58,4.4,0.03,97.18,yes,yes,1,132,1,12,Thomas King,Male
yes,0,38,3.2,0.01,39.0,yes,no,2,24,1,19,Nicholas Burke,Male
no,0,27,1.6,0.0,0.0,yes,no,1,30,0,0,Travis Hanson,Male
no,0,23,1.64,0.0,0.0,no,no,1,13,1,0,Chad Glenn,Male
yes,0,30,2.7,0.01,27.42,no,no,2,1,1,8,Richard Hansen,Male
yes,0,34,3.5,0.06,179.72,yes,no,0,24,0,10,James Sanders,Male
yes,1,39,3.42,0.03,82.66,yes,no,0,41,1,12,Steven Burton,Male
